id,target
250,0.6891931745033354
251,0.4661481081898398
252,0.5358080503423072
253,0.7791953431597464
254,0.42752625857985693
255,0.3066306073261923
256,0.4111754698718297
257,0.22181482290080498
258,0.7564527027685212
259,0.22511529175695644
260,0.5013107446780722
261,0.3144584973762742
262,0.35624166101558863
263,0.6445743946942712
264,0.2554279149963102
265,0.7220917622799323
266,0.32327103051667383
267,0.7345961330981051
268,0.40149066951364787
269,0.29157221303291336
270,0.45717998214481026
271,0.7067909988760934
272,0.4554867660355812
273,0.34287461867311286
274,0.3746156657459814
275,0.6807880671260639
276,0.06258210671409188
277,0.788682024330783
278,0.6673355795359976
279,0.6171387735156345
280,0.37675633385949014
281,0.29108157770075577
282,0.4574900300280534
283,0.18109696428618358
284,0.6601830007997403
285,0.2597527782868016
286,0.5879726888206742
287,0.5731356589694753
288,0.7174911539687564
289,0.8533578333931405
290,0.5025399386592126
291,0.31550282720358136
292,0.6064794298704789
293,0.5882758173943287
294,0.3958300749535881
295,0.7298058656050509
296,0.5760808056630188
297,0.5824499702914325
298,0.596491827001354
299,0.26513263885220395
300,0.4212182353144367
301,0.513214172838691
302,0.7781705526392334
303,0.7323074519302524
304,0.4706573640927977
305,0.652087289436564
306,0.9086404595128126
307,0.6009956559052332
308,0.8197926501211887
309,0.17616485541861956
310,0.7517274613128768
311,0.7449208444303915
312,0.8107066487559276
313,0.6498989946626291
314,0.10215911021968624
315,0.2365017007030219
316,0.7453768291356617
317,0.7717590596954051
318,0.13561392805306177
319,0.8210086437606479
320,0.577245091537799
321,0.4558751959961777
322,0.40077648185264475
323,0.7836816667631269
324,0.6817574927020168
325,0.5150340161730389
326,0.2463394986337942
327,0.3764111065286512
328,0.3434877152145074
329,0.5353649077026155
330,0.14248696060268135
331,0.402619506067837
332,0.3391590495420076
333,0.09559807659064659
334,0.8362826391993674
335,0.6823132004874883
336,0.41722992561546496
337,0.5280005244353776
338,0.5915256520640862
339,0.1885755341640037
340,0.7831826352535359
341,0.2014632907423354
342,0.5240001720483483
343,0.7549663420656678
344,0.8025287795281106
345,0.4338552276862508
346,0.5647654672885969
347,0.4684984344404973
348,0.7132836350210299
349,0.7039916412131116
350,0.7265500166420896
351,0.5853740584863032
352,0.41049873544874005
353,0.4652507312510895
354,0.6353984718657157
355,0.6663946147369143
356,0.11019227700521234
357,0.32126903925198025
358,0.5046572518270124
359,0.6032667616294538
360,0.8342337620884884
361,0.5246407636345697
362,0.2631504099430757
363,0.7427694864282401
364,0.46293688755881357
365,0.08666572503341045
366,0.5889381085359425
367,0.40124891288640835
368,0.14900633315221196
369,0.7767515139108557
370,0.556352668966709
371,0.6155337724971325
372,0.20484576924870698
373,0.44208535637142243
374,0.7471990562774654
375,0.786470269788418
376,0.20720071474459562
377,0.3446354417935021
378,0.6140078509496019
379,0.2544723062698112
380,0.5212164660584822
381,0.8441855609072633
382,0.6575015164505632
383,0.8090970210545764
384,0.5587740571889217
385,0.586821957377318
386,0.8242535048374902
387,0.5724301783239157
388,0.06803735924828316
389,0.21655152203103625
390,0.7645443936310716
391,0.2815855715590942
392,0.586560772213973
393,0.41934928255103066
394,0.7114067801615436
395,0.6633554004060235
396,0.20723332003630704
397,0.3725328764877302
398,0.6682388034826977
399,0.6579620381985499
400,0.5937278243265447
401,0.6148524783248758
402,0.1359419586261337
403,0.4039168888670115
404,0.3412447659745502
405,0.7320978937285172
406,0.477206783113006
407,0.21443180207848808
408,0.3894563445203953
409,0.6022585521579322
410,0.8920191023362796
411,0.64489421557032
412,0.40692161689765005
413,0.7356631780286043
414,0.8267515801774625
415,0.7326665103189005
416,0.3971940747497833
417,0.5885739658698145
418,0.31458142796352545
419,0.7823937961221517
420,0.6626489310215659
421,0.323122617208392
422,0.4138871551931404
423,0.9360686715583587
424,0.413433028672653
425,0.2828190156754434
426,0.3197314751479415
427,0.5168854896567673
428,0.7775223539968044
429,0.18460821867527125
430,0.5462348310071098
431,0.5139831785708641
432,0.5336617796503761
433,0.7551568892810894
434,0.8226012059947397
435,0.09779249281079934
436,0.3106290169591257
437,0.2994524727833239
438,0.7530067972253845
439,0.6106845541253751
440,0.2985430661786974
441,0.19121914484251146
442,0.5271302964015768
443,0.30279884450618894
444,0.5437773261656699
445,0.21318630035141614
446,0.7728951184697076
447,0.2098382113694633
448,0.30373163676668036
449,0.5936288660986079
450,0.02980705144854241
451,0.6215613055947609
452,0.3627629251729868
453,0.28676045125131516
454,0.5990427395380094
455,0.5157043146598277
456,0.4856490946702905
457,0.4290004836624233
458,0.4967167819933308
459,0.6609204910197534
460,0.7365214543482315
461,0.7680047077902785
462,0.46778711096267417
463,0.13525557177976716
464,0.697005885811356
465,0.7505441043992275
466,0.7208622385751878
467,0.7283331255153372
468,0.8080792846927344
469,0.35015437879242906
470,0.3746644524353386
471,0.35946766936198055
472,0.5414993155909059
473,0.5389220303183905
474,0.8614243980321263
475,0.43929272024589394
476,0.7445647388470266
477,0.888541032029561
478,0.9346640318275493
479,0.7352744152961197
480,0.37744471394979506
481,0.4037974992396328
482,0.8526551857155832
483,0.27103977403099916
484,0.5387803662446887
485,0.36387589594177217
486,0.569978466062175
487,0.530100862720836
488,0.6057206070079647
489,0.8375327731127238
490,0.34388606075839134
491,0.291787272385931
492,0.1712995795787882
493,0.7905930602491408
494,0.6181202727790543
495,0.2942503866625265
496,0.5364075118601677
497,0.2580710425738004
498,0.2532390069897994
499,0.5760636118332682
500,0.9307991720367927
501,0.6917909387179042
502,0.576730539002563
503,0.7497480191261064
504,0.7457737054164376
505,0.8356935949448407
506,0.36596500593948117
507,0.14789020233488015
508,0.5424280627777914
509,0.7441528771587986
510,0.5463997049417848
511,0.6153706881098326
512,0.48441045100815194
513,0.5383988219921257
514,0.3517700022274023
515,0.4457494765946921
516,0.6395557940050284
517,0.20618993173032235
518,0.7149792640458599
519,0.5632812858082118
520,0.2563299183435137
521,0.5614808143027612
522,0.6767220481551787
523,0.4029720740491184
524,0.5938291698482193
525,0.5639276226308796
526,0.48821353222614267
527,0.5236908516694949
528,0.493480209764419
529,0.6111333290853593
530,0.32822084191272943
531,0.9477709082536647
532,0.4732596697471445
533,0.3878456171434756
534,0.4811588554585223
535,0.7544642262315154
536,0.6038569932034582
537,0.3469015014907728
538,0.12749848766700583
539,0.9034296006205443
540,0.6167467379805082
541,0.48899943188340655
542,0.7114952051172632
543,0.8623262297672035
544,0.4185988798520643
545,0.6109045225062428
546,0.5313901660218034
547,0.4984807154055247
548,0.7339627344043392
549,0.6126451237564731
550,0.8377174693459173
551,0.7431774548385799
552,0.5097033585078662
553,0.693631378134458
554,0.21618919487427765
555,0.24515863466079982
556,0.9477141219118088
557,0.5830028255513108
558,0.22031910423922016
559,0.5995893819341133
560,0.3829790091760197
561,0.3380057758796695
562,0.4615034078407225
563,0.7538272394162295
564,0.4032323624415016
565,0.8786827428629987
566,0.2024963606941543
567,0.4820012547722166
568,0.47399469708575226
569,0.2550073458136362
570,0.7452892602378308
571,0.6741699121365986
572,0.28472350775092514
573,0.7984281719277001
574,0.2738188291823046
575,0.6298028560471054
576,0.2027917165383256
577,0.5070765790605088
578,0.47801253746883304
579,0.8202830609323369
580,0.5701019404299511
581,0.6178695276395025
582,0.7472017292701795
583,0.32578291493977546
584,0.8231400355456592
585,0.12125042796617143
586,0.5908462481918438
587,0.5544439048564305
588,0.4355269719246285
589,0.5354846412443217
590,0.8658976922646087
591,0.6050846899978835
592,0.8665746482856859
593,0.643169235732478
594,0.19343314671668635
595,0.24583718711533753
596,0.3269457154422333
597,0.714293347568859
598,0.6293438880042094
599,0.5612321273843363
600,0.2761399168197948
601,0.6078905578353279
602,0.7453253702498468
603,0.7552167316296221
604,0.6436946599954385
605,0.6200336411622746
606,0.5260586099826338
607,0.35884205577020784
608,0.7089045652355784
609,0.6446550339650692
610,0.8121793199873433
611,0.4258356213849135
612,0.32354153562420335
613,0.29094746842807656
614,0.17775120926567833
615,0.3116049175623014
616,0.6490865410270569
617,0.4803785392874551
618,0.4676739197542269
619,0.735967488900786
620,0.12685426894248883
621,0.21172247821747692
622,0.5109642861103478
623,0.5958435098846948
624,0.2456804099311293
625,0.7441862622566453
626,0.15186871756958
627,0.7767487829568003
628,0.6246006266811515
629,0.5285816733429076
630,0.316048970735149
631,0.6131355625094622
632,0.8069069887918212
633,0.32611549314059124
634,0.3440348441425178
635,0.8514321126268056
636,0.4102191223785697
637,0.6313409477405584
638,0.3789312543855856
639,0.5251786235217216
640,0.2655266718533561
641,0.47465241868765407
642,0.5471218107142477
643,0.48919242670427543
644,0.6496472828109373
645,0.35961108395704366
646,0.3214874164079931
647,0.4504946489138268
648,0.40662105129377935
649,0.1099839985265621
650,0.42262264962537394
651,0.5037169486735542
652,0.12955056629147868
653,0.7423115602466135
654,0.24951449274451834
655,0.35772329224997607
656,0.46311638801501837
657,0.6634402254784734
658,0.34794568412434407
659,0.13000565819502524
660,0.3414642231959623
661,0.5672462956501841
662,0.4430769597332937
663,0.0627409102451717
664,0.7718511334084684
665,0.3171794176124042
666,0.6121926200366462
667,0.4535252137054946
668,0.6402076825379278
669,0.6096337386695619
670,0.3819949863117751
671,0.23188112223840449
672,0.3315626507227649
673,0.7658229279433089
674,0.45773860936508115
675,0.6844863012027981
676,0.5840031521596033
677,0.5521282020848528
678,0.8793438382407808
679,0.5733492867966659
680,0.4691297274683631
681,0.257874355713956
682,0.3093314594141288
683,0.39050056729420884
684,0.2343844199272973
685,0.5194292265009833
686,0.6566840751731962
687,0.6844101449948046
688,0.21650310626108787
689,0.5068723877979472
690,0.4970008257423674
691,0.8302244416819591
692,0.7378665356272751
693,0.6131230970288888
694,0.30791617813666855
695,0.5344115894485586
696,0.3680864130252046
697,0.08675729085164118
698,0.41866451092322793
699,0.3812271408442222
700,0.15225751964966658
701,0.716229643229438
