ID,TARGET
2,0.05000000
5,0.03000000
6,0.00000000
7,0.09500000
9,0.00000000
11,0.12000000
12,0.03000000
15,0.19500000
16,0.02500000
17,0.02000000
19,0.04000000
21,0.00000000
22,0.03000000
24,0.04500000
27,0.04000000
28,0.05000000
30,0.11500000
33,0.00500000
35,0.00500000
37,0.03500000
38,0.03000000
40,0.05500000
41,0.00500000
44,0.00000000
46,0.08500000
47,0.01000000
48,0.00000000
50,0.09500000
52,0.04500000
53,0.00000000
55,0.02500000
57,0.00000000
58,0.01000000
59,0.00000000
62,0.03000000
63,0.00000000
64,0.00000000
65,0.01000000
67,0.00000000
69,0.07500000
70,0.00500000
71,0.09000000
72,0.01000000
73,0.00000000
76,0.01000000
78,0.01000000
79,0.02000000
81,0.02500000
85,0.06000000
86,0.00500000
89,0.02500000
94,0.00000000
96,0.00500000
97,0.02000000
98,0.00000000
99,0.00500000
100,0.05000000
103,0.08500000
104,0.00000000
108,0.02000000
110,0.00000000
112,0.00500000
114,0.01500000
116,0.02500000
117,0.03500000
119,0.01000000
120,0.00500000
121,0.00000000
123,0.01500000
124,0.01000000
126,0.00000000
128,0.00500000
129,0.02000000
133,0.06000000
138,0.02000000
147,0.00000000
149,0.02500000
158,0.00000000
160,0.00000000
164,0.04000000
167,0.04500000
168,0.05000000
174,0.00000000
181,0.02000000
185,0.01500000
187,0.02500000
189,0.01000000
190,0.06000000
194,0.01500000
197,0.00500000
198,0.00500000
201,0.07000000
205,0.01500000
208,0.14000000
211,0.01500000
216,0.00500000
219,0.10500000
223,0.01000000
224,0.04000000
226,0.00000000
229,0.01000000
230,0.02000000
237,0.01500000
238,0.01000000
240,0.04000000
243,0.00500000
245,0.06500000
246,0.27000000
247,0.01000000
248,0.01000000
249,0.00500000
250,0.32000000
251,0.00000000
255,0.10500000
256,0.03000000
257,0.08500000
260,0.07000000
261,0.00500000
263,0.44500000
264,0.04500000
267,0.00000000
268,0.02000000
272,0.02000000
274,0.01500000
275,0.00000000
277,0.31000000
278,0.06500000
280,0.00000000
281,0.07000000
282,0.10500000
283,0.00500000
284,0.08000000
286,0.01000000
290,0.01000000
291,0.00000000
293,0.05000000
295,0.08500000
297,0.00000000
298,0.25500000
300,0.00000000
304,0.00500000
305,0.00500000
308,0.01500000
309,0.00500000
310,0.02500000
312,0.03500000
313,0.01000000
315,0.02000000
317,0.04500000
318,0.03000000
321,0.00000000
323,0.07000000
325,0.01000000
326,0.00000000
327,0.00500000
328,0.01500000
329,0.04000000
330,0.00000000
331,0.00500000
334,0.03000000
335,0.01000000
336,0.07500000
337,0.01500000
338,0.06500000
339,0.00000000
341,0.19500000
343,0.00500000
346,0.03500000
348,0.00500000
350,0.16000000
351,0.00500000
352,0.00000000
357,0.06000000
358,0.00000000
360,0.00500000
361,0.00000000
364,0.03500000
365,0.09000000
366,0.00000000
367,0.00000000
368,0.00500000
370,0.00500000
372,0.00500000
376,0.00000000
377,0.05000000
379,0.03500000
380,0.00000000
381,0.01500000
385,0.10000000
386,0.03000000
389,0.01500000
391,0.04500000
392,0.06500000
393,0.00000000
395,0.04500000
396,0.13000000
397,0.00000000
398,0.00000000
399,0.08500000
400,0.03000000
401,0.02000000
403,0.00000000
405,0.03000000
406,0.05000000
409,0.00000000
411,0.01000000
413,0.01500000
418,0.00000000
419,0.00000000
422,0.00000000
424,0.21000000
425,0.00500000
427,0.00500000
430,0.00000000
431,0.00500000
434,0.00000000
435,0.01000000
437,0.12000000
438,0.00000000
439,0.05500000
442,0.00000000
446,0.00500000
450,0.07000000
451,0.00000000
452,0.00000000
454,0.00000000
455,0.00500000
463,0.00000000
464,0.00500000
465,0.00000000
467,0.04000000
468,0.07000000
470,0.00000000
472,0.18000000
473,0.00000000
475,0.01000000
476,0.00000000
479,0.00000000
481,0.00000000
483,0.00500000
484,0.02500000
486,0.07500000
487,0.00500000
491,0.00500000
494,0.01000000
495,0.02000000
497,0.03000000
498,0.00500000
499,0.00000000
503,0.00000000
504,0.02500000
505,0.01000000
506,0.01500000
507,0.03500000
508,0.00000000
509,0.01000000
510,0.00500000
511,0.01000000
512,0.05000000
516,0.00500000
518,0.00500000
519,0.01000000
520,0.01000000
521,0.00000000
522,0.01000000
524,0.01500000
525,0.00000000
526,0.01000000
528,0.00000000
529,0.01000000
531,0.05500000
532,0.20500000
534,0.10000000
536,0.04000000
539,0.08000000
540,0.01000000
541,0.00500000
542,0.02500000
545,0.00000000
546,0.00000000
552,0.02500000
556,0.00000000
557,0.00000000
559,0.01500000
562,0.01000000
563,0.01000000
565,0.02000000
569,0.00000000
570,0.16500000
574,0.01500000
575,0.00500000
585,0.00000000
589,0.02500000
590,0.04500000
592,0.00500000
593,0.02000000
594,0.01500000
595,0.00000000
597,0.00500000
601,0.00500000
603,0.00000000
604,0.00000000
605,0.03000000
607,0.00000000
608,0.02000000
610,0.00500000
612,0.03500000
613,0.07000000
615,0.02000000
616,0.19000000
617,0.03000000
619,0.00500000
620,0.12000000
621,0.00000000
624,0.05500000
625,0.04000000
628,0.15000000
629,0.01000000
630,0.00500000
632,0.00000000
634,0.00500000
637,0.00500000
638,0.02000000
642,0.05500000
643,0.00500000
644,0.07500000
646,0.00000000
655,0.00500000
660,0.00000000
664,0.01000000
665,0.06500000
666,0.00500000
670,0.03000000
671,0.20500000
672,0.00500000
675,0.01000000
676,0.04500000
677,0.00000000
678,0.00000000
680,0.06000000
683,0.14500000
684,0.00500000
685,0.25000000
691,0.07500000
693,0.01500000
696,0.00500000
698,0.00000000
699,0.00000000
700,0.00000000
703,0.01000000
704,0.02500000
705,0.00000000
707,0.30000000
709,0.08000000
711,0.18500000
713,0.00000000
716,0.00000000
719,0.00000000
721,0.00000000
722,0.00500000
723,0.02500000
724,0.01000000
727,0.00000000
728,0.21000000
729,0.00000000
733,0.00500000
736,0.02000000
739,0.03000000
742,0.21500000
743,0.03000000
744,0.01000000
745,0.13500000
747,0.01000000
749,0.09500000
750,0.00500000
751,0.00500000
752,0.00000000
755,0.00000000
756,0.00500000
762,0.03500000
763,0.00000000
764,0.00500000
765,0.01500000
766,0.04500000
769,0.00000000
770,0.15000000
773,0.00000000
774,0.10500000
776,0.02000000
777,0.00000000
778,0.01000000
779,0.00000000
780,0.00000000
781,0.03000000
786,0.01500000
788,0.00500000
794,0.18000000
796,0.50000000
801,0.10500000
802,0.02500000
803,0.01500000
804,0.01000000
805,0.00000000
809,0.02000000
810,0.08000000
817,0.00500000
819,0.02500000
821,0.00500000
824,0.29500000
825,0.00500000
826,0.06500000
830,0.01500000
831,0.07000000
832,0.00500000
833,0.00500000
837,0.00500000
839,0.00000000
840,0.01000000
841,0.00500000
842,0.00500000
843,0.01500000
844,0.06500000
845,0.00500000
848,0.01500000
853,0.02000000
854,0.00000000
855,0.00000000
856,0.02000000
861,0.00000000
865,0.00000000
866,0.00000000
867,0.00500000
870,0.02500000
871,0.03000000
872,0.00500000
873,0.00000000
874,0.02000000
875,0.00000000
876,0.02500000
879,0.00000000
880,0.00500000
883,0.00500000
884,0.00000000
886,0.01000000
890,0.00000000
892,0.02000000
893,0.09000000
894,0.05500000
895,0.03500000
896,0.08000000
897,0.00000000
899,0.17000000
900,0.00500000
901,0.01000000
902,0.16500000
905,0.02500000
912,0.08500000
914,0.11500000
915,0.06000000
917,0.10000000
918,0.00000000
919,0.00000000
921,0.00000000
922,0.01000000
923,0.00000000
926,0.00000000
929,0.03000000
930,0.00500000
931,0.02000000
937,0.00500000
938,0.01500000
939,0.06500000
941,0.01500000
946,0.02000000
947,0.03000000
950,0.00000000
951,0.00000000
952,0.00000000
953,0.03500000
954,0.00000000
955,0.00000000
956,0.01000000
957,0.00500000
960,0.03500000
963,0.23500000
966,0.01000000
969,0.04000000
971,0.00500000
972,0.01000000
975,0.00500000
980,0.00000000
982,0.11000000
983,0.00000000
985,0.04500000
987,0.00000000
988,0.01500000
991,0.01500000
992,0.00000000
995,0.09500000
996,0.01000000
998,0.00000000
1001,0.04500000
1002,0.00000000
1004,0.00000000
1005,0.04000000
1010,0.00000000
1011,0.03000000
1012,0.00000000
1013,0.03500000
1014,0.01500000
1015,0.08500000
1016,0.00000000
1022,0.01000000
1023,0.08500000
1024,0.00000000
1025,0.03500000
1026,0.12000000
1028,0.00000000
1029,0.02000000
1032,0.04500000
1034,0.01000000
1036,0.08500000
1037,0.00000000
1039,0.22000000
1042,0.00000000
1045,0.00000000
1046,0.04000000
1050,0.00000000
1052,0.01500000
1055,0.00000000
1057,0.04000000
1058,0.00000000
1060,0.00000000
1062,0.00500000
1063,0.00000000
1064,0.08000000
1065,0.00500000
1066,0.01500000
1067,0.09500000
1068,0.05500000
1070,0.08500000
1072,0.00500000
1077,0.31000000
1078,0.02000000
1079,0.00000000
1081,0.04500000
1082,0.31000000
1093,0.01000000
1094,0.00000000
1102,0.04500000
1103,0.07000000
1106,0.03500000
1107,0.10500000
1112,0.06000000
1113,0.00000000
1114,0.01000000
1116,0.00000000
1118,0.00500000
1120,0.00500000
1121,0.07500000
1128,0.05000000
1130,0.08000000
1132,0.00500000
1135,0.02500000
1138,0.13500000
1139,0.00000000
1141,0.00000000
1143,0.23500000
1146,0.12500000
1148,0.00000000
1149,0.01500000
1151,0.00500000
1152,0.00000000
1153,0.01000000
1155,0.02500000
1157,0.01500000
1160,0.04500000
1161,0.01500000
1162,0.03500000
1164,0.02000000
1168,0.01500000
1169,0.00000000
1174,0.11500000
1176,0.02500000
1177,0.07500000
1178,0.01500000
1180,0.05000000
1181,0.01500000
1182,0.07500000
1185,0.39500000
1190,0.01000000
1194,0.00500000
1196,0.01000000
1199,0.00000000
1200,0.00500000
1201,0.03500000
1202,0.03500000
1206,0.06500000
1207,0.00000000
1208,0.00500000
1212,0.04500000
1216,0.00000000
1219,0.00000000
1221,0.01000000
1222,0.00000000
1225,0.02500000
1227,0.00000000
1230,0.01500000
1231,0.00000000
1232,0.00500000
1233,0.00500000
1234,0.05000000
1235,0.00000000
1236,0.20000000
1237,0.00500000
1238,0.05000000
1239,0.13500000
1240,0.03500000
1241,0.00500000
1244,0.02000000
1245,0.03500000
1247,0.00000000
1250,0.01000000
1251,0.00000000
1257,0.01000000
1259,0.00000000
1266,0.09500000
1267,0.51500000
1268,0.00500000
1270,0.56500000
1272,0.03000000
1273,0.12500000
1276,0.04500000
1278,0.00500000
1279,0.06000000
1283,0.05500000
1284,0.00000000
1286,0.00500000
1289,0.00000000
1290,0.01500000
1292,0.00500000
1293,0.00500000
1294,0.19000000
1296,0.11000000
1298,0.00000000
1299,0.03000000
1301,0.00000000
1304,0.09000000
1306,0.01000000
1308,0.13500000
1310,0.02000000
1311,0.00500000
1312,0.04000000
1315,0.00500000
1318,0.06500000
1319,0.03500000
1320,0.01000000
1323,0.00000000
1324,0.01500000
1325,0.01500000
1326,0.00000000
1329,0.16000000
1331,0.09500000
1332,0.01000000
1335,0.00500000
1336,0.41000000
1338,0.02000000
1340,0.04500000
1342,0.00500000
1345,0.01000000
1347,0.00000000
1349,0.00000000
1350,0.03500000
1351,0.00000000
1354,0.00000000
1355,0.00000000
1356,0.00000000
1359,0.02500000
1361,0.23500000
1362,0.14500000
1363,0.05500000
1365,0.01000000
1366,0.02000000
1367,0.00000000
1368,0.00000000
1369,0.03000000
1370,0.02500000
1371,0.01000000
1372,0.12000000
1374,0.02000000
1375,0.17500000
1376,0.08500000
1379,0.01000000
1380,0.00000000
1383,0.00000000
1387,0.11000000
1388,0.02000000
1389,0.00500000
1390,0.03000000
1394,0.15500000
1396,0.17500000
1397,0.02000000
1399,0.00000000
1400,0.09500000
1402,0.20000000
1403,0.06000000
1404,0.05000000
1405,0.07500000
1407,0.06000000
1409,0.00000000
1413,0.00000000
1415,0.03500000
1416,0.03500000
1418,0.01000000
1422,0.00000000
1423,0.00000000
1425,0.00000000
1428,0.00000000
1429,0.02500000
1430,0.00000000
1431,0.08500000
1432,0.00000000
1434,0.00000000
1435,0.00000000
1436,0.14000000
1438,0.00500000
1443,0.06500000
1445,0.05500000
1446,0.07000000
1453,0.00500000
1456,0.01500000
1458,0.01500000
1459,0.01000000
1460,0.02000000
1461,0.08000000
1462,0.30000000
1463,0.00000000
1466,0.05500000
1467,0.00000000
1469,0.48000000
1470,0.01500000
1471,0.26000000
1473,0.09000000
1476,0.02500000
1477,0.05000000
1481,0.00000000
1482,0.01500000
1485,0.07500000
1486,0.11500000
1490,0.03000000
1491,0.27500000
1493,0.00000000
1494,0.02500000
1500,0.00500000
1504,0.01500000
1506,0.00000000
1509,0.01000000
1512,0.00000000
